screen_name;text;Labeling;location
VIVAcoid;Ridwan Kamil Rayakan Malam Tahun Baru Bareng Pemulung Bawa Bayi https://t.co/5DIrBkPapn;Positive;Jakarta, Indonesia
VIVAcoid;Ridwan Kamil Bakal Wajibkan WFH di Zona Merah COVID-19 per 11 Januari https://t.co/Rdorsbauw8;Positive;Jakarta, Indonesia
VIVAcoid;Ridwan Kamil Ungkap Lonjakan Kasus COVID-19 Usai Libur Nataru https://t.co/ggPlL6U98p;Positive;Jakarta, Indonesia
Alimwnl;@KompasTV Bukannya Ridwan Kamil yang pertama?;Positive;Sleman, Indonesia
andrywaseso;Kayaknya harus dukung Ridwan Kamil nyapres dari sekarang hahaha.;Positive;
genebvrjo;@voliviolaa @mochipoppin @sundaykisseu Maksud ku Ridwan Kamil;Positive;
WaspadaOnline;Depok-Karawang Zona Merah, Ridwan Kamil: Kami Siaga Satu https://t.co/5u6sJsO88p;Positive;Medan
WaspadaOnline;Ulang Tahun Pernikahan, Ridwan Kamil Beri Motor Custom Untuk Sang Istri https://t.co/XbCnND5ZA1;Positive;Medan
papaAntar;#infoWisata Ridwan Kamil: 3.700 Wisatawan Kami Rapid Antigen, 65 Orang Positif https://t.co/dolEoiiCAB;Positive;Indonesia
IDNTimesJabar;AA diberhentikan karena disebut sempat aktif di HTI https://t.co/ANAM1MzbIq;Positive;Jawa Barat, Indonesia
IDNTimesJabar;Ada lima daerah di Jabar sekarang masuk zona merah COVID-19 https://t.co/3bZmV3xIAq;Positive;Jawa Barat, Indonesia
IDNTimesJabar;Pemprov Jabar berencana menambah titik vaksinasi capai 2.000 https://t.co/GeSo3UVMFo;Positive;Jawa Barat, Indonesia
IDNTimesJabar;Penunjukan berdasarkan saran dari Ridwan Kamil https://t.co/GRO9XWML3e;Positive;Jawa Barat, Indonesia
IDNTimesJabar;KNPI Award beri implikasi pada lesatan indeks pemuda Jabar https://t.co/bU4aPZIQnq;Positive;Jawa Barat, Indonesia
IDNTimesJabar;Ridwan Kamil minta masyarakat patuhi keputusan hukum https://t.co/C8L4a7ZJnr;Positive;Jawa Barat, Indonesia
IDNTimesJabar;Pengetatan dilakukan hingga 25 Januari https://t.co/hQdgEURTm2;Positive;Jawa Barat, Indonesia
IDNTimesJabar;Gubernur Jabar tidak pernah melarang masyarakat berlibur https://t.co/0ar74ntlwq;Positive;Jawa Barat, Indonesia
idntimes;Ridwan Kamil Geram Depok dan Karawang Betah Bertahan di Zona Merah https://t.co/ETcb0CxkUt;Positive;
idntimes;Ridwan Kamil: PSBB akan Diperketat Lagi di Bodebek dan Bandung Raya https://t.co/VJ2a1r2Jku;Positive;
idntimes;Ridwan Kamil minta masyarakat patuhi keputusan hukum https://t.co/m6y4o1OsMJ;Positive;
RockyAlvarez10;@tirta_hudhi Ini vaksin yg disuntikkan ke Ridwan kamil bkn?klo iy,,kmren yg ujicoba sruh bkin aj video testimoni,,kn bnyak tuh,,,;Positive;Surakarta, Jawa Tengah
pipettumpul;@socialbitch_ @uusbiasaaja Ridwan kamil;Positive;Bantaeng, Sulawesi Selatan
vita_AVP;"Bila dikatakan bahwa Pemprov Jabar sdh melakukan pemeriksanaan setiap calon pejabat, maka itu adlh indikasi bahwa pemeriksanya perlu diperiksa, Kang @ridwankamil

Berangus ulama intoleran dan radikal
#FPIEmbrioHTI
#NowOrNeverSikatFPI 
#BravoTNIPolriRakyat

https://t.co/Ail7KPoPXU https://t.co/J8o1niF2PX";Positive;Banjarmasin, Indonesia
budihartodr;"Cak Mahfud...
Diskresi Pemerintah yg disampaikan itu seperti JUDUL, ditafsirkan o/ fans HRS dgn DANGKAL.
Ini yg harus kita fahami/ maklumi, ibarat Sinetronnya Indonesia, harus diskresi yg rinci/ detail/ njelimet. 
 https://t.co/HbBX8yU8Dl";Positive;TangSel
InugamiKai;"@luviku Sudah 2x malah... 

https://t.co/tKU7XazkwH";Positive;
InugamiKai;"@NOTASLIMBOY Tapi ....

https://t.co/tKU7XazkwH";Positive;
peachessik;"Kalo gue qrt trus tag pak ridwan kamil biar di kasih tau defenisi  ""abah"" itu gmna ya <U+0001F914><U+0001F914>";Positive;Harta Tahta & Initial ^S^
FitRadioBandung;"Kementrian Kesehatan RI, mencanangkan target durasi pemberian Vaksin Covid-19 selama 15 bulan.
Sementara Gubernur Jabar Ridwan Kamil, berupaya mempercepat waktu vaksinasi menjadi 6 bulan, untuk wilayah Jawa Barat. #StayFitForLife https://t.co/Sqh3SSapR5";Positive;Jl. Surya Sumantri No. 6c
FitRadioBandung;"Vaksin Covid-19 menjadi instrumen vital dalam memerangi Covid-19.
Gubernur Jabar, Ridwan Kamil memastikan kiriman 1,8 juta dosis vaksin Sinovac telah tiba dengan selamat dan aman di PT Bio Farma, Pasteur Kota Bandung, Kamis (31/12/2020) sekitar pukul 18.00 WIB.#StayFitForLife https://t.co/5p6VMdnaDf";Positive;Jl. Surya Sumantri No. 6c
aduuh77;@hansugiyartomo siapin 2024 klz, mencari alternatif dari Ridwan Kamil yg kanan <U+0001F92D>;Positive;
echo_mecho;"@BiLLYKHAERUDIN Mardigu:
Pilkada dia pilih jkw-ahok dan ahok-jarot.
Pilpres dia pilih jkw-kalla dan jkw-amin.

Prediksi pilgub jabar ridwan kamil kalah. 
Prediksi pilgub jatim khofifah kalah.";Positive;Kota Surabaya, Jawa Timur
barep05;"Jangan asal comot !
Brangus Ulama intoleran dan radikal.
#FPIEmbrioHTI
#NowOrNeverSikatFPI 
#BravoTNIPolriRakyat 
Polemik Wadek Unpad Terkait HTI, Ridwan Kamil: Jangan Terulang Lagi! https://t.co/su7eckNMKE lewat @idntimes";Positive;DKI Jakarta, Indonesia
PikirkanRakyat;Ridwan Kamil Gelar Subling Pertama, Tahun 2021 https://t.co/jBx8cYe0X0;Positive;
Joenme88;@Bocha82667960 @KompasTV sinovac kan yg sedang diuji klinis di Bandung, Ridwan Kamil dan ratusan relawan lainnya jg pakai sinovac. jadi masalahnya dimana kalau toh uji klinisnya berjalan lancar dan relawannya sehat2 aja?;Positive;Ini Medan Bung!!!
ai_dr_us;@kurawa @ridwankamil ridwan kamil dan yg lainnya tahu gak disuntik apa?Vaksin atau plasebo?;Positive;
PutriYa02793495;"POSKOTAJABAR, BANDUNG

Gubernur Jawa Barat Ridwan Kamil mengatakan tahap pertama pembagian vaksin sinovac  Jawa Barat dijatah 97 ribu dosis vaksin,  diperuntukkan bagi 44 ribu tenaga kesehatan (nakes), satu nakes dua dosis vaksin.

https://t.co/jAL1oTwrR1";Positive;
Hestimaulany2;@fadjroeL @berkahuntukmu @jokowi @JubirPresidenRI trs yg dlu itu Ridwan Kamil suntik apa sih euy, malah katanya udh 2x;Positive;Semarang
ilhamrizkyrkh;@trizanofiya @Adamsyah_harika @ImeldhARS @ojaanmhd Iya sama aja. Emang saya sama kaya Ridwan Kamil;Positive;
luviku;Klo sinovac saja masih mau trial, lha dulu pak ridwan kamil disuntik apa yg bilang nya jd enak makan?;Positive;jakarta-malang-berau-cibubur
PolsekPlaju3;".
"" Tugas Maha Besar Generasi Kita Adalah Mewariskan Toleransi bukan Kekerasan ""
- Ridwan Kamil- https://t.co/qYbs4z7LZv";Positive;
_TapiBoong;@HeiiiSasha makanya agama jadi komoditas seksi di dunia politik. semua berlomba2 jadi agamis. Pas pilgub jabar kemaren, ada pasangan yg ngalahin nama besar Dedi Mizwar sama Dedi Mulyadi karena jual agama. untungnya mereka ga bisa ngalahin pesona Ridwan Kamil. Jkt ga usah disebut lah ya, haha;Positive;
IamHessel;@girumon16 @desygenoveva_ Sedang endorse ridwan kamil Pilkada Jabar 2018..;Positive;Munich, Germany
tbzriel;STOP SEBUT RL GW RIDWAN KAMIL!!!!!!!!!!! https://t.co/F6gpWifAMb;Positive;levo till jannah
tbzriel;@aiuwinter Lu mau liat ridwan kamil dance reveal, gak? Nanti gw kasih liat.;Positive;levo till jannah
aiuwinter;@tbzriel ngapain jadi jacob, abah kan Ridwan kamil;Positive;
dinioctoria;@sociotalker Ridwan Kamil? Dia kan 50% kemungkinan dapet sinovac bukan placebo;Positive;Jakarta, Indonesia
Pplhiupdate2016;"Koordinasi dan evaluasi, bersama sahabat-sahabat Pendamping Program Provinsi Jawa Barat, pk Ridwan Kamil.

Salam Jabar Juara.

#pplhiupdate_2016 #pplhiupdate_2020 #RKjabarjuara #Jabarjuara #FordamJabarJuara @jokowi @dpr_ri @ridwankamil @disperkimjabar @disdikjabar @humas_jabar https://t.co/TSyQ7WQpME";Positive;
wildanfaudia;@AmrulHamzah1 @YBRAP @_geraldgerald_ @ekagustiwana Ridwan kamil;Positive;Bojonegoro
KeringObat;Namun Ridwan Kamil terlebih dahulu harus bekerja keras meraih simpati publik dan mendapat kepercayaan partai politik;Positive;Surabaya
KeringObat;#ERROR!;Positive;Surabaya
KeringObat;Sementara Ganjar tetap adem ayem sambil terus menyusun rencana dan kekuatan. Nama Ridwan Kamil pun cukup memiliki peluang besar maju Pilpres 2024 meski elektabilitasnya tidak sementereng Anies, Prabowo bahkan Ganjar;Positive;Surabaya
KeringObat;Disusul Prabowo 14,9 persen dan Anies Baswedan 11 persen. Sedangkan Ridwan Kamil berada urutan kelima dengan 7,1 persen;Positive;Surabaya
KeringObat;Sementara Anies Baswedan bisa disebut nama paling apes bila dibanding Ganjar Pranowo dan Ridwan Kamil. Bila ingin tetap maju pilpres, perjuangan mantan Menteri Pendidikan dan Kebudayaan ini jauh lebih berat;Positive;Surabaya
KeringObat;Ketiga nama kepala daerah dimaksud adalah Gubernur DKI Jakarta Anies Baswedan dan Gubernur Jawa Barat Ridwan Kamil. Sedangkan satunya lagi yaitu Gubernur Jawa Tengah Ganjar Pranowo;Positive;Surabaya
ROctav97;@jhyunkth Coba cek twitter atau ig nya ridwan kamil karena beliau ikut uji coba vaksin cuma gak tau vaksin yg mana <U+0001F605>;Positive;
MGT_RADIO;"Gubernur Jawa Barat Ridwan Kamil menyebut Kota Depok dan Kabupaten Karawang sudah menjadi zona merah atau daerah tingkat risiko tinggi penularan Covid-19 selama empat pekan. Dua daerah tersebut menjadi zona merah sejak awal Desember 2020 lalu.

#ZonaRequestMalam #MGTRADIO";Positive;Bandung, West Java, Indonesia
rameankebulan;@WisesaManendra Emil siapasih? Ridwan kamil?;Positive;Bogor, Jawa Barat
uusutari13;"Kang @ridwankamil ,urang tasik mah hese di atur,sakali na di atur,sok ngaralawan <U+0001F602><U+0001F602><U+0001F602>,geus rudeut mereun ku corona
Soroti Tasikmalaya, Ridwan Kamil: Kota Kecil Sering Masuk Zona Merah https://t.co/zWT6YmPOoJ";Positive;Tasikmalaya, Jawa Barat
eunhyugi;@guiram88 RK in Ryeowook stand for ridwan kamil;Positive;DH<U+2661>
Kakak73652126;@rmol_id Percuma yang menang kalo gak Anies Baswedan kalo gak Ridwan Kamil.;Positive;
id_aksi;Ridwan Kamil: Depok dan Karawang Zona Merah Selama 4 Pekan https://t.co/kVUxGSlII5;Positive;Bekasi Timur, Indonesia
Winartosandila;Soroti Tasikmalaya, Ridwan Kamil: Kota Kecil Sering Masuk Zona Merah https://t.co/HhdcYbILfR;Positive;Indonesia
SonoraFM92;18.46 #BeritaSONORA - 4 Minggu Setia di Zona Merah, Ridwan Kamil Tetapkan Depok dan Karawang Siaga 1 https://t.co/IfbVVM02JK https://t.co/u0z2HTMJEH @KompasTV;Positive;Jakarta Barat, DKI Jakarta
nichrirmu;@11sunflowerz @narkosun Terus masalahnya apa kalau pak Ridwan Kamil tidak setuju tindakan-tindakan FPI namun masih menghormati Habib Rizieq???;Positive;Blitar <U+2192> Rembang
Jelly34696866;"15. ""Tidak ada kesuksesan tanpa kerja keras. Tidak ada keberhasilan tanpa kebersamaan. Tidak ada kemudahan tanpa doa."" - Ridwan Kamil

16. ""Hadiah terbaik yang bisa kamu berikan dan kamu terima adalah doa.""";Positive;DKI Jakarta, Indonesia
Beritasatu;Ridwan Kamil: 44.000 Nakes di Jabar Akan Divaksin Covid-19 https://t.co/cR5zl5XcKH https://t.co/Axi3lEMzI1;Positive;Jakarta
TirtoID;"Gubernur Jawa Barat Ridwan Kamil menetapkan status siaga 1 COVID-19 bagi Kabupaten Karawang dan Kota Depok. Di Kabupaten Karawang, ruang isolasi mencapai tingkat keterisian 110 persen.

https://t.co/fEKXDkB940";Positive;Indonesia
antaranews;Ridwan Kamil jamin pengamanan vaksin yang sudah sampai ke Biofarma https://t.co/6iq5aIaZmm;Positive;NKRI
antaranews;KNPI nobatkan Ridwan Kamil sebagai Bapak Pembangunan Kepemudaan Jabar https://t.co/6YYdH2VuA7;Positive;NKRI
antaranews;"Gubernur Jawa Barat M Ridwan Kamil mengatakan bahwa Kota Depok dan Kabupaten Karawang berstatus siaga 1 karena sudah sebulan berada di zona merah. 

https://t.co/XB5m0ZdsDW";Positive;NKRI
padukc;@jueylia Ridwan kamil?;Positive;owner bikers 
ElinMoenik2;"Azab Allah itu sangat ledih
#FPI_FrontPersaudaraanIslam
#FPI_FrontPersaudaraanIslam
https://t.co/6UrPmNVKK3";Positive;Sabungan-Labuhanbatu selatan
RahmiPutrikayra;"Tugas maha besar generasi kita adalah mewarisi toleransi bukan kekerasan. - Ridwan Kamil
#PotongGaji";Positive;Haurgeulis, Indonesia
eranolok;@Hilmi28 Sama aja kl mau punya ambisi mau siapa kek pasti pencitraan diawal. Ga jokowi risma anis ganjar ridwan kamil dll. Anis jg pernah lakukan ini saat di grobak sampah... Gw mah lihat spt ini udah ga ngepek semua;Positive;New york US
20detik;Detik-detik Ridwan Kamil Hampir Ditabrak Pemotor Sembrono https://t.co/MGqWOfmamn;Positive;JKT-INA
20detik;Ridwan Kamil Usul Vaksinasi Dipercepat: 15 Bulan Kelamaan https://t.co/0bcXFHN62V;Positive;JKT-INA
20detik;Ridwan Kamil Putuskan Nasib Sekolah Tatap Muka Minggu Depan https://t.co/rThmXjD2Il;Positive;JKT-INA
20detik;Genjot UMKM, Ridwan Kamil Dorong PNS Belanja https://t.co/uxZxcoWr8p;Positive;JKT-INA
20detik;Ridwan Kamil Beberkan Zona Merah: Depok hingga Tasikmalaya https://t.co/hVNLjkz8QH;Positive;JKT-INA
dayatia;"2022 emang ada Pilkada?

Klu 2024 Puan maju, enak nih yg jd lawannya.

Anies klu gk maju, orang2 pindah ke Ridwan Kamil dah https://t.co/tGCp02qkmG";Positive;jakarta, Indonesia
Juragann_muda2;@dayatia Bu Risma itu Arsitek ITS, by default dia ahli perencanaan, sekelas Ridwan Kamil lah, RK dari ITB;Positive;
KompasOtomotif;Kawasaki W175 Bobber, Hadiah Ridwan Kamil untuk Si Cinta https://t.co/YPbHkmheOS;Positive;Jakarta, Indonesia
jonsnow_iknown;@kompascom lebi tegas ridwan kamil gak takut sama mahfud;Positive;
tyongietrac;@luzzbightyearr truz klo dha masuk ke smp negeri ridwan kamil mau aph gitu dek??? mau jd penerus ridwan kamil???;Positive;she/her
driherdiansyah;Gubernur Jawa Barat (Jabar) Ridwan Kamil mengatakan proyek Tol Cigatas (Cileunyi-Garut-Tasik) saat ini sedang dalam proses pembebasan lahan. Untuk pembangunan tahap satunya, ia mengaku sudah meminta kepada Kementerian PUPR agar mendahulukan akses ke Garu… https://t.co/gnOUmG1Vdb;Positive;Bandung, Indonesia
driherdiansyah;"Gubernur Jawa Barat (Jabar) Ridwan Kamil menyalurkan secara simbolis bantuan tunai pemerintah pusat kepada masyarakat terdampak pandemi Covid-19, di Aula Timur Gedung Sate, Kota Bandung, Senin (4/1/2021).

Bantuan pusat bersumber dari tiga program yakni … https://t.co/8L1POPQovk";Positive;Bandung, Indonesia
100kpjcom;"Sebagai Gubernur Jawa Barat, Ridwal Kamil memang dikenal sebagai sosok yang ramah, humoris dan romantis.

Seperti postingan Ridwan Kamil yang memperlihatkan dirinya memberi hadiah motor custom kepada sang istri dengan model single seater.

https://t.co/2uLNbIZjo9 https://t.co/aQCAjh6J3I";Positive;
100kpjcom;Ridwan Kamil Beri Hadiah Motor Custom Khusus Pandemi untuk Istri https://t.co/OFccXa9mu0;Positive;
100kpjcom;Detik-detik Gubernur Ridwan Kamil Hampir Ditabrak Motor di Lampu Merah https://t.co/4Kb12HGzhs;Positive;
Nurulzuhriii;@Rahman_cls Gokilll amat w viral gara2 kekunci dri luar <U+0001F602>, ridwan kamil ngakak melihat warganya;Positive;nomaden
polreslahat;"""Tugas maha besar generasi kita adalah mewariskan toleransi bukan kekerasan"" - Ridwan Kamil https://t.co/VdfnlgYwPY";Positive;Mapolres Lahat
kesatudotco;"Gubernur Jawa Barat Ridwan Kamil hari ini merayakan ulang tahun pernikahan ke-24 bersama istrinya, Atalia Praratya. 

@ridwankamil @jabarprovgoid 
https://t.co/91KbLfT1s2";Positive;
kesatudotco;"Sebanyak 7.421.816 Keluarga Penerima Manfaat (KPM) di Jawa Barat dipastikan akan menerima bantuan sosial.

@ridwankamil @KemensosRI @humasjabar 
https://t.co/zdNShvkdeJ";Positive;
SBesayef;@ygwbmbfb @madnessdemon_ Ridwan Kamil;Positive;
IPolsekta;"""Tugas Maha Besar Generasi Kita Adalah Mewariskan Toleransi Bukan Kekerasan""
- Ridwan Kamil - https://t.co/RMb9RhXNwv";Positive;
alifirdaus__;"@moccacchino Itu gubernur mu mungkin
Aku sih ridwan kamil";Positive;Rancaekek, Indonesia
POLRESBANYUASI1;".
"" Tugas Maha Besar Generasi Kita Adalah Mewariskan Toleransi bukan Kekerasan ""
- Ridwan Kamil- https://t.co/Gvx0r9Wtuf";Positive;
motorplusweekly;"Ridwan Kamil Kasih Kado Kawasaki W175 Buat Istri, Cuma Buat Sendirian 

https://t.co/rxCFh49u4F";Positive;Jakarta, Indonesia
Binatangpiara;"@ululazmisyfr Kalau hasil uji klinis vaksin yang di ujikan dengan Ridwan Kamil sudah di tahap siap edar, banyak vaksin yang di beli pemerintah dari perusahaan vaksin yang berbeda 
.
Intinya vaksin yang dikirim itu enggak mungkin ""lebih banyak efek buruknya."" Dari pada ""efek buruknya.""";Positive;Grya Purwo Asri
densalfisah;@fadlizon Awal mula kekisruhan terjadi sejak penjemputan IBHRS itu adalah mas Mahfud... Itu opini pribadi pak Ridwan Kamil, syngnya tu mas menteri gak mau tanggung jawab.;Positive;Jakarta Pusat, DKI Jakarta
tarungnews2;"https://t.co/Mu3HyJ3m0r
Warga Garut Terima Kabar Baik Dari Gubernur Jabar Ridwan Kamil.@humasjabar @dprdjawabarat @PemkabGarut @humasprovjabar @DisparbudGarut https://t.co/iH5xZeagNJ";Positive;Jawa Barat, Indonesia
alex_hunter146;"@mpok_intan @lizaariani5 Pemprov DKI (Anies) &amp; Pemprov Jabar ( Ridwan Kamil ) Suka Libatkan HTI Padahal HTI Sudah Di Bubarkan/Ilegal Setelah Diviralkan Fihak Pemprov Berkata Kecolongan Tapi Terus Berulang";Positive;Bandung City, Indonesia
alex_hunter146;@RD_4WR1212 @Metaliscv @ridwankamil Tapi FPI Tetap Mutual Kawal Gubernur Jabar Ke Polda Jabar https://t.co/uWeQWobfam;Positive;Bandung City, Indonesia
sssong_ri;@zafranarf Perpaduan antara zayn malik dan ridwan kamil, hm bole jg <U+263A><U+0001F60F><U+0001F60E>;Positive;Planet Mars
nazril__ilham;@squidwardfess Istrinya mirip ibu Ata halilintar, istrinya pak ridwan kamil :(;Positive;Kota Bandung, Jawa Barat
ahekmardew;"@aniesbaswedan @DinsosDKI1 @KemensosRI @BangAriza Ada yg takut ketinggalan kereta ke 2024 <U+0001F602><U+0001F602><U+0001F602>
Ibu Risma andalan
Pak Ridwan Kamil mantap
Pak ganjar bagus";Positive;
berjalankekiri;@watermarklee___ wiken ajh yh lagi mumet mikirin project nya pak ridwan kamil;Positive;666
Bambank_tjakep;@FahmyS15 @ProfesorZubairi @DonAdam68 Apa bedanya? Vaksin untuk virus campak, hepatitis, TBC.. kan semua penyakit akibat virus.. bagaimana anda ini? Di negara lain kata siapa? Anda lihat sendiri? Ikut pemakaman? Itu kan kata media.. la di bandung yg orang di uji ada yg meninggal gak? Ridwan kamil masih hidup;Positive;Central Java, Indonesia
Gungun_65432;"@ridwanhr Saya nunggu statement Ridwan Kamil Soal
Sinovac";Positive;
dyhbuya75;"@jabarprovgoid GARUT -  Gubernur Jabar) Ridwan Kamil kembali menggelar Subuh Berjamaah Keliling atau Subling dengan tetap menerapkan protokol kesehatan di Masjid Agung Kabupaten Garut, Minggu (3/1/2021). Subling kali ini menjadi yang pertama pada 2021.
#pplhipeduli #ridwankamil https://t.co/mPUZetLtyi";Positive;
ComPotensi;Warga Jabar Membuat Ridwan Kamil Terharu, Ada Hal Luar Biasa Ternyata https://t.co/0vEgxIr6Qr;Positive;Bandung, Jawa Barat
ComPotensi;Pemuda Nangis Usai Hina Satgas Covid 19, @ridwankamil: Ganteng Doang Jemput Cewek Depan Gang https://t.co/cpUnItHR0J;Positive;Bandung, Jawa Barat
ComPotensi;Antara FPI dan Pandemi, Ridwan Kamil Minta Semua Fokus Lawan Covid-19 https://t.co/1gzYsd7kwq;Positive;Bandung, Jawa Barat
memennnnn;@MR_Rodiiii Yang ngomongnya pake atuh atuh sama rakyatnya pak ridwan kamil minggir dulu ya <U+0001F64F><U+0001F64F>;Positive;Yogyakarta, Indonesia
sawiputihhh;Gue tuh dr zaman masih naif sampai sekarang kaya ngefans bgt sama arsitek, makanya gue fans pak ridwan kamil, menurut gue mereka keren bgt gitu lo bisa rancang2 bangunan dengan sentuhan seni. Terus gue kan sering bilang sama temen gue yg anak tekmes please dong gue kenalin sama;Positive;Yogyakarta, Indonesia
detikoto;Uwu Banget, Ridwan Kamil Hadiahi Istrinya Motor Klasik di Ulang Tahun Pernikahan https://t.co/TKOT6pTZkc;Positive;ÜT: -6.311655,106.753334
detikoto;So Sweet, Ridwan Kamil Hadiahi Bu Cinta Motor Custom https://t.co/PQAaDCHpKu;Positive;ÜT: -6.311655,106.753334
detikoto;Ridwan Kamil Motoran Pakai Helm Rambut Tetap Klimis, Kok Bisa? https://t.co/pvkAZfYkNk;Positive;ÜT: -6.311655,106.753334
detikoto;Aduh, Ridwan Kamil Hampir Ditabrak Pemotor yang Motong Jalan https://t.co/aOQsl0ShvM;Positive;ÜT: -6.311655,106.753334
detikoto;Ridwan Kamil Tahun Baruan Naik ADV Masuk Gang Sempit, Ngapain Kang? https://t.co/zWe1hDQ7S0;Positive;ÜT: -6.311655,106.753334
hafizaryo;24 Tahun Pernikahan, Ridwan Kamil Beri Kado Kawasaki W175 Custom untuk Atalia Praratya | https://t.co/fF6573WzGl https://t.co/LzaW7phBF0 lewat @otosia;Positive;Jakarta, Indonesia
seputarjabar;Gubernur Ridwan Kamil Apresiasi Kedisiplinan Masyarakat Jawa Barat - https://t.co/wsSe17x0m4 https://t.co/2kLQuQ2Xyp;Positive;Jawa Barat
seputarjabar;Lakukan Pemekaran Wilayah Jawa Barat, Ridwan Kamil Ajukan 3 Kabupaten Baru ini ke Pemerintah Pusat - Wartakota https://t.co/an0wUgFCCb;Positive;Jawa Barat
akunovanto;Baik itu Prabowo, Puan Maharani, Ganjar Pranowo atau Sandiaga Uno. Sementara Ridwan Kamil masih belum jelas posisinya;Positive;Rejang Lebong
Indonesianews15;"@noerwakhidah21 @Martirnews I know Him Udah Sejak Lama

In arabic language : Ana a'rifuhu ( Ridwan Kamil) Mundu Sanawaatin Thowiilah <U+0001F60A>

In tukang sate languange ......????<U+0001F60A>";Positive;Menteng, Indonesia
Indonesianews15;"FPI Dibubarkan Pemerintah, Gubernur Ridwan Kamil: Indonesia Butuh Kedamaian

https://t.co/qMv2HLRNmv";Positive;Menteng, Indonesia
Indonesianews15;"Tanggapi Video Pemuda Nangis di Kantor Polisi, Ridwan Kamil: Ganteng Doang, Jemput Cewek Depan Gang

https://t.co/sEg7gUJXQ6";Positive;Menteng, Indonesia
delqenthe;"Semoga penjara cepat penuh, penghinaan masuk tindak pidana 

Ada banyak yg menghina pak Jokowi, Ganjar, Anies, Ridwan Kamil dll ... https://t.co/kj7mjDkPp4";Positive;
minase_nayuki;"@dare_darou ya.. iya sih hahahahaha

jadi inget Ridwan Kamil komentarin Kang Daniel wkwkwkwk";Positive;
TribunWow;"Viral Pemuda Nangis seusai Hina Satgas Covid-19, Ridwan Kamil: Ketawa Dahulu, Nangis-nangis Kemudian
 
https://t.co/3tpSsQiuGe via @TribunWOW";Positive;
AndiSinulingga;"Di media saya baca ada ibu pejabat yg angkat dirinya sebagai ibunya para pemulung, apa benar?
https://t.co/jnqLyixHMN";Positive;Jakarta
bandungmilikku1;@squidwardfess Ibu atalia istrinya pak ridwan kamil;Positive;
DeviSus56599256;"Mengawal Pelaksanaan Program Pembangunan Rutilahu Bantuan pk Ridwan Kamil, Gubernur Jawa Barat.

Semoga pembangunan Rumah Tidak Layak Huni berjalan lancar dan bisa bermanfaat secara maksimal bagi Masyarakat Tidak Mampu.
Alhamdulillah 

#pplhiupdate_2016 #pplhiupdate_2020 #";Positive;
Indrahe34769140;"@BabangEl11 @ridwankamil Itu jelas menjawab pertanyaan wartawan Normative bukan rencana
Dan jawaban diplomatis
“Kepada siapapun kita wajib bersilaturahmi, ada rencana atau tidak ada rencana,belum saya putuskan,” ujar Ridwan Kamil,ketika ditemui di Lembang,  seperti dikutip PR kalian ini mau aja dihasut";Positive;Depok, Indonesia
stevanusyann1;"@MamakBaik777 @Dennysiregar7 @unpad @ridwankamil noh udh di sikat. .
kalem gw warga ridwan kamil.hari ini disikat https://t.co/QZaDPeR9f2";Positive;
dinotaurusrex;om hao kalo diliat2 kayak ridwan kamil;Positive;Alpha
warungarsip;"[ON THIS DAY]

Hari ini, tahun 2014, Taman Pasupati di Kota Bandung resmi dibuka utk umum. Taman ini diresmikan Wali Kota Ridwan Kamil dan sekaligus memberinya sebutan lain dan kemudian terkenal: ""Taman Jomblo"".

@ridwankamil

#SejarahTaman";Positive;
NormanPplhi;"Mengawal Pelaksanaan Program Pembangunan Rutilahu Bantuan pk Ridwan Kamil, Gubernur Jawa Barat.
Semoga bermanfaat.

#pplhiupdate_2016 #pplhiupdate_2020 #Jabarjuara #RKjabarjuara #KinerjaRidwankamil #FordamJabarJuara
@jokowi @dpr_ri @ridwankamil @disperkimjabar @humas_jabar https://t.co/ExQWYAHZlK";Positive;
simmanews;"Foto di balik jendela bus, Ridwan Kamil terharu tahun baru kali ini sepi :( cek selengkapnya guys https://t.co/gfDt9hjg9m
#sayati #bandung  #jokowi #indonesia #IndonesiaRaya #cucitangan #pakaimasker #dirumahaja #Rancaekek #Cileunyi #Baleendah #soreang  #cimahi #cilengkrang";Positive;Bandung |Promo :082136836896
simmanews;"guys!!Kata Pak Menkes, tenaga kesehatan akan disuntik vaksin Covid akhir Januari yuk di cek pembahasannya https://t.co/5X4XDcKVlY
https://t.co/sOMKCGN0hJ…
#sayati #bandung  #jokowi #indonesia #IndonesiaRaya #cucitangan #pakaimasker #dirumahaja #Rancaekek  #Baleendah #cimahi";Positive;Bandung |Promo :082136836896
asuventure;@squidwardfess mirip istrinya ridwan kamil;Positive;
web_bogorkita;Vaksinasi Segera Dilakukan, Ridwan Kamil Minta Masyarakat Tetap Jalankan 3M - https://t.co/Ri8vnhXLDh;Positive;bogor
GarutIklan;"Subuh Keliling di Garut, Ridwan Kamil Minta Pemda Gelar Simulasi Vaksinasi: ""Vaksinasi akan dimulai pertama kepada para tenaga kesehatan, kedua profesi non tenaga kesehatan https://t.co/P76CqnkkIE";Positive;Garut
GarutIklan;Ridwan Kamil Sebut Alun-alun Garut, Jalan Lingkar Cipanas, hingga Tol Cigatas Mau Dibangun Tahun Ini https://t.co/NNQ1HPyKfH;Positive;Garut
